Brand,Model,Name,Size,Length (mm),Width (mm),Height (mm),Weight (grams),Shape,Hand compatibility,Hump placement,Front flare,Side curvature,Thumb rest,Ring finger rest,Sensor,Sensor type,Sensor position,DPI,Polling rate (Hz),Tracking speed (IPS),Acceleration (G),Side buttons,Middle buttons,Hot-swap switches,Switches,Scroll wheel encoder,Material,Connectivity,Sensor brand,Switches brand,Scroll wheel encoder brand,Price,Price_Currency,Price_URL,Price_Confidence,Price_Title
ATK,X1 SE,ATK X1 SE,Large,127.0,64.0,40.0,54.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 SE,Optical,Centered (51%),18000.0,1000.0,400.0,40.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,28.98,USD,,0.5,
VXE,R1 SE+,VXE R1 SE+,Medium,120.6,64.0,37.8,55.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395 SE,Optical,Centered (50%),18000.0,2000.0,400.0,40.0,2.0,0.0,No,Blue Shell White Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,23.98,USD,,0.5,
VXE,R1 Nearlink,VXE R1 Nearlink,Medium,120.6,64.0,37.8,53.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395 SE,Optical,Centered (50%),18000.0,1000.0,400.0,40.0,2.0,0.0,No,Blue Shell White Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,25.98,USD,,0.5,
VGN,R1 SE+,VGN R1 SE+,Medium,120.6,64.0,37.8,55.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395 SE,Optical,Centered (50%),18000.0,2000.0,400.0,40.0,2.0,0.0,No,Blue Shell White Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,39.99,USD,,0.5,
VGN,R1 Nearlink,VGN R1 Nearlink,Medium,120.6,64.0,37.8,53.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3395 SE,Optical,Centered (50%),18000.0,1000.0,400.0,40.0,2.0,0.0,No,Blue Shell White Dot,GE 2.0,Plastic,Wireless,PixArt,Huano,Kailh,40.99,USD,,0.5,
Attack,Shark X8 Pro,Attack Shark X8 Pro,Large,125.5,63.0,40.0,55.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 Pro,Optical,Forward (55%),40000.0,8000.0,700.0,60.0,2.0,0.0,No,D2FC-F-7N(100M),Green,Plastic,Wireless,PixArt,Omron,F-Switch,51.67,USD,,0.5,
Attack,Shark X8 Plus,Attack Shark X8 Plus,Large,125.5,63.0,40.0,55.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 Pro,Optical,Forward (55%),40000.0,1000.0,700.0,60.0,2.0,0.0,No,D2FC-F-7N(100M),Green,Plastic,Wireless,PixArt,Omron,F-Switch,31.99,USD,,0.5,
Dareu,AE6,Dareu AE6,Large,126.0,63.5,40.0,59.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,Centered (50%),30000.0,8000.0,750.0,50.0,2.0,1.0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,89.99,USD,,0.5,
Kysona,Jupiter Ultra,Kysona Jupiter Ultra,Large,127.5,64.3,40.0,47.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (56%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,59.99,USD,,0.5,
Kysona,Jupiter Pro,Kysona Jupiter Pro,Large,127.5,64.3,40.0,49.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (56%),24000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,49.99,USD,,0.5,
Pulsar,Xlite CrazyLight Mini,Pulsar Xlite CrazyLight Mini,Small,115.6,63.4,40.7,41.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (56%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Gold,Plastic,Wireless,Pulsar,Pulsar,TTC,129.95,USD,,0.5,
HyperX,Pulsefire Haste 2 S,HyperX Pulsefire Haste 2 S,Medium,124.2,66.8,38.2,64.0,Symmetrical,Right,Center,Flat,Flat,No,No,26K,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,1.0,No,Switches,Silver,Magnesium (metal),Wireless,HyperX,HyperX,TTC,99.99,USD,,0.5,
Delux,M800 Mini Ultra,Delux M800 Mini Ultra,Medium,118.3,62.0,38.7,46.5,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,42.99,USD,,0.5,
Delux,M800 Mini Pro,Delux M800 Mini Pro,Medium,118.3,62.0,38.7,46.5,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Dustproof Gold 80M,Gold,Plastic,Wireless,PixArt,TTC,TTC,39.99,USD,,0.5,
Pulsar,X2F,Pulsar X2F,Fingertip,87.5,61.1,31.6,38.0,Symmetrical,Right,Center,Flat,Flat,No,No,XS-1,Optical,Backward (46%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Blue Encoder,Plastic,Wireless,Pulsar,Huano,Pulsar,149.95,USD,,0.5,
G-Wolves,VUK,G-Wolves VUK,Medium,124.8,64.6,38.1,34.5,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (60%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,PixArt,Unspecified,Unspecified,49.0,USD,,0.5,
ATK,U2 Ultimate,ATK U2 Ultimate,Medium,123.7,64.6,39.1,49.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950 Ultra,Optical,Centered (53%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,99.0,USD,,0.5,
ATK,U2 Ultra,ATK U2 Ultra,Medium,123.7,64.6,39.1,44.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (53%),36000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch,33.98,USD,,0.5,
ATK,U2 Pro Max,ATK U2 Pro Max,Medium,123.7,64.6,39.1,55.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 Ultra,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,E10A2,Plastic,Wireless,PixArt,Omron,F-Switch,99.0,USD,,0.5,
ATK,U2 Pro,ATK U2 Pro,Medium,123.7,64.6,39.1,44.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 Ultra,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch,99.0,USD,,0.5,
ATK,U2 Plus,ATK U2 Plus,Medium,123.7,64.6,39.1,55.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 Ultra,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch,99.0,USD,,0.5,
ATK,U2,ATK U2,Medium,123.7,64.6,39.1,49.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 SE,Optical,Centered (53%),26000.0,1000.0,400.0,40.0,2.0,0.0,No,Transparent Blue Shell Red Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch,99.0,USD,,0.5,
ATK,U2 SE,ATK U2 SE,Medium,123.7,64.6,39.1,49.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 SE,Optical,Centered (53%),26000.0,1000.0,400.0,40.0,2.0,0.0,No,Transparent Blue Shell Red Dot,E10A2,Plastic,Wireless,PixArt,Huano,F-Switch,33.98,USD,,0.5,
Rapoo,VT7 Max,Rapoo VT7 Max,Large,127.4,64.3,39.8,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,-,30000.0,8000.0,750.0,50.0,2.0,2.0,No,Optical,Mechanical Encoder,Plastic,Wireless,PixArt,Rapoo,Unspecified,39.99,USD,,0.5,
Rapoo,VT7,Rapoo VT7,Large,127.4,64.3,39.8,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3398,Optical,-,26000.0,8000.0,650.0,50.0,2.0,2.0,No,D2FC-F-7N(100M),Mechanical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,39.99,USD,,0.5,
Endgame,Gear OP1 8k v2,Endgame Gear OP1 8k v2,Small,118.2,60.5,37.2,49.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,Yes,GX,Black,Plastic,Wired,PixArt,Kailh,Kailh,97.91,USD,,0.5,
Endgame,Gear OP1w 4k v2,Endgame Gear OP1w 4k v2,Small,118.2,60.5,37.2,58.5,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3950,Optical,Forward (54%),30000.0,4000.0,750.0,50.0,2.0,0.0,Yes,GX,Black,Plastic,Wireless,PixArt,Kailh,Kailh,109.99,USD,,0.5,
Valkyrie,VK M1 Pro,Valkyrie VK M1 Pro,Medium,119.5,62.0,40.0,58.0,Symmetrical,Right,Center,Flat,Flat,No,No,PAW3950,Optical,-,42000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,99.95,USD,,0.5,
Logitech,G Pro X Superlight 2 SE,Logitech G Pro X Superlight 2 SE,Large,125.0,63.5,40.0,60.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,HERO 2,Optical,Centered (53%),44000.0,1000.0,888.0,88.0,2.0,0.0,No,LIGHTFORCE,Silver,Plastic,Wireless,Logitech,Logitech,TTC,139.99,USD,,0.5,
ATK,A9 Pro Max,ATK A9 Pro Max,Large,125.0,64.0,40.0,57.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 Ultra,Optical,-,26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,62.98,USD,,0.5,
MCHOSE,K7 Ultra,MCHOSE K7 Ultra,Large,127.3,63.8,39.9,59.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,89.99,USD,,0.5,
Pulsar,ZywOo The Chosen Mouse - Mini,Pulsar ZywOo The Chosen Mouse - Mini,Small,114.5,64.8,41.8,55.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Centered (51%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,Pulsar,Huano,Unspecified,99.95,USD,,0.5,
Pulsar,ZywOo The Chosen Mouse - Medium,Pulsar ZywOo The Chosen Mouse - Medium,Medium,119.4,67.5,43.5,59.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Centered (51%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,Pulsar,Huano,Unspecified,129.95,USD,,0.5,
WLmouse,Sword X,WLmouse Sword X,Large,123.0,67.0,42.0,47.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC,,,,,
Darmoshark,M3 Micro Pro,Darmoshark M3 Micro Pro,Small,105.5,54.6,33.5,42.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Falcon Transparent Blue Shell White Dot,Gold,Plastic,Wireless,PixArt,TTC,TTC,39.99,USD,,0.5,
Incott,G23 V2 Pro,Incott G23 V2 Pro,Large,126.0,63.5,39.9,51.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950ES-KING,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,x Huano Purple,Gold,Plastic,Wireless,PixArt,Incott,TTC,99.99,USD,,0.5,
Incott,G23 V2,Incott G23 V2,Large,126.0,63.5,39.9,47.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,x Huano Purple,Gold,Plastic,Wireless,PixArt,Incott,TTC,59.27,USD,,0.5,
Incott,G23 V2 SC,Incott G23 V2 SC,Large,126.0,63.5,39.9,46.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Blue Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,59.27,USD,,0.5,
VGN,Y2 Ultra,VGN Y2 Ultra,Medium,119.0,63.3,39.4,41.0,Hybrid,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (54%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical VGN x Kailh Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,40.99,USD,,0.5,
VGN,Y2 Pro,VGN Y2 Pro,Medium,119.0,63.3,39.4,42.0,Hybrid,Right,Back - moderate,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (54%),36000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,40.99,USD,,0.5,
G-Wolves,HTM Plus 8K,G-Wolves HTM Plus 8K,Large,127.6,63.9,37.3,33.4,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (64%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,,Gold,Plastic,Wireless,PixArt,-,TTC,49.0,USD,,0.5,
Pulsar,Xlite v4 eS Mini,Pulsar Xlite v4 eS Mini,Small,115.6,63.4,40.7,61.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (56%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar,129.95,USD,,0.5,
Pulsar,Xlite v4 eS Medium,Pulsar Xlite v4 eS Medium,Medium,122.0,67.0,43.0,65.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,XS-1,Optical,Forward (56%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar,129.95,USD,,0.5,
Pulsar,X2H v3 eS Mini,Pulsar X2H v3 eS Mini,Small,115.6,62.0,38.0,64.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar,129.95,USD,,0.5,
Pulsar,X2H v3 eS,Pulsar X2H v3 eS,Medium,120.4,65.0,39.1,65.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,XS-1,Optical,Forward (55%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Blue Encoder,Plastic,Wireless,Pulsar,RAESHA,Pulsar,129.95,USD,,0.5,
ThundeRobot,ML8,ThundeRobot ML8,Medium,118.1,61.7,39.1,49.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,4000.0,650.0,50.0,2.0,0.0,No,Mechanical Switches,Mechanical Encoder,Plastic,Wireless,PixArt,Unspecified,Unspecified,26.99,USD,,0.5,
Fantech,Tanto S,Fantech Tanto S,Medium,122.0,64.0,36.5,58.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,63.99,USD,,0.5,
Fantech,Tanto,Fantech Tanto,Medium,122.0,64.0,36.5,58.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Centered (53%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,17.99,USD,,0.5,
Metaphyuni,M6,Metaphyuni M6,Medium,119.0,61.0,39.0,51.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (55%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Magnesium (metal),Wireless,PixArt,Omron,TTC,49.99,USD,,0.5,
Keychron,M3 Mini 8K,Keychron M3 Mini 8K,Medium,119.9,65.3,38.9,55.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Centered (50%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,69.99,USD,,0.5,
EWEADN,X23 Max,EWEADN X23 Max,Medium,118.0,61.0,41.0,56.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3395,Optical,Forward (56%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,GM 8.0,GE 2.0,Plastic,Wireless,PixArt,Kailh,Kailh,32.29,USD,,0.5,
Zaopin,ZPW Max,Zaopin ZPW Max,Medium,121.9,65.0,41.6,47.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,49.99,USD,,0.5,
Zaopin,ZPW,Zaopin ZPW,Medium,121.9,65.0,41.6,47.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (55%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,39.99,USD,,0.5,
Metaphyuni,P2 Pro,Metaphyuni P2 Pro,Medium,118.0,63.0,38.0,60.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,64.99,USD,,0.5,
Metaphyuni,P2,Metaphyuni P2,Medium,118.0,63.0,38.0,60.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,PAW3395,Optical,Forward (54%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Silver,Plastic,Wireless,PixArt,Huano,TTC,14.99,USD,,0.5,
Delux,M900 Ultra,Delux M900 Ultra,Large,126.6,69.0,41.8,48.0,Ergonomic,Right,Center,Outward - moderate,Inward,No,No,PAW3950,Optical,Forward (58%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,49.99,USD,,0.5,
LAMZU,Paro Aurora,LAMZU Paro Aurora,Medium,120.0,65.0,40.0,48.0,Ergonomic,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Optical Encoder,Plastic,Wireless,PixArt,Omron,Unspecified,101.99,USD,,0.5,
WLmouse,Ying,WLmouse Ying,Medium,120.0,60.0,37.0,37.0,Symmetrical,Right,Back - moderate,Flat,Flat,No,No,PAW3950 HS,Optical,Forward (55%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Forged carbon fiber,Wireless,PixArt,Omron,TTC,19.99,USD,,0.5,
WLmouse,Beast X Max,WLmouse Beast X Max,Large,126.0,65.0,39.0,42.0,Symmetrical,Right,Center,Outward - moderate,Inward,No,No,PAW3950 HS,Optical,Centered (52%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC,155.0,USD,,0.5,
WLmouse,Beast Miao,WLmouse Beast Miao,Fingertip,91.0,55.0,34.0,31.0,Symmetrical,Right,Back - aggressive,Outward - slight,Inward,No,No,PAW3950 HS,Optical,Centered (49%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical TTC Nihil Transparent Black Dot,Silver,Magnesium (metal),Wireless,PixArt,Omron,TTC,,,,,
Pulsar,TenZ Signature Edition,Pulsar TenZ Signature Edition,Medium,120.0,64.0,40.5,47.0,Symmetrical,Right,Back - moderate,Outward - slight,Inward,No,No,XS-1,Optical,Forward (54%),32000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical Switch,Blue Encoder,Plastic,Wireless,Pulsar,Pulsar,Pulsar,159.95,USD,,0.5,
EWEADN,M9,EWEADN M9,Medium,118.0,62.5,38.5,52.0,Symmetrical,Right,Center,Outward - moderate,Flat,No,No,PAW3395,Optical,Centered (52%),26000.0,8000.0,650.0,50.0,2.0,1.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,39.99,USD,,0.5,
Darmoshark,N7 Max,Darmoshark N7 Max,Medium,122.0,65.0,42.0,49.0,Ergonomic,Right,Center,Flat,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,49.99,USD,,0.5,
Darmoshark,N7,Darmoshark N7,Medium,122.0,65.0,42.0,53.0,Ergonomic,Right,Center,Flat,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,49.99,USD,,0.5,
Valkyrie,VK M2 Pro,Valkyrie VK M2 Pro,Medium,118.5,66.5,42.5,59.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3950,Optical,-,42000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,139.95,USD,,0.5,
Valkyrie,VK M2,Valkyrie VK M2,Medium,118.5,66.5,42.5,59.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Mechanical Encoder,Plastic,Wireless,PixArt,Huano,Unspecified,75.99,USD,,0.5,
EWEADN,X21 Pro,EWEADN X21 Pro,Large,127.9,68.0,43.0,59.0,Ergonomic,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Forward (55%),26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,32.29,USD,,0.5,
G-Wolves,HT-S2 Pro 8K,G-Wolves HT-S2 Pro 8K,Small,112.0,61.0,37.0,26.4,Symmetrical,Right,Back - minimal,Outward - slight,Flat,No,No,PAW3950,Optical,Forward (63%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Transparent Blue Shell Pink Dot,Gold,Plastic,Wireless,PixArt,Huano,TTC,49.0,USD,,0.5,
LAMZU,x Aimlabs MAYA X,LAMZU x Aimlabs MAYA X,Large,124.4,64.9,39.6,47.0,Symmetrical,Right,Center,Outward - slight,Inward,No,No,PAW3950,Optical,Forward (54%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Encoder,Plastic,Wireless,PixArt,Omron,LAMZU,12.9,USD,,0.5,
EWEADN,L1 Pro,EWEADN L1 Pro,Medium,121.0,61.5,38.0,44.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (48%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Encoder,Magnesium (metal),Wireless,PixArt,Huano,F-Switch,54.99,USD,,0.5,
EWEADN,L1,EWEADN L1,Medium,121.0,61.5,38.0,44.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,Centered (48%),26000.0,8000.0,650.0,50.0,2.0,0.0,No,Transparent Green Shell White Dot,Encoder,Magnesium (metal),Wireless,PixArt,Huano,F-Switch,39.99,USD,,0.5,
Darmoshark,M3 XS Pro,Darmoshark M3 XS Pro,Small,116.0,60.4,36.0,44.0,Symmetrical,Right,Back - minimal,Outward - moderate,Inward,No,No,PAW3950,Optical,Centered (53%),30000.0,8000.0,750.0,50.0,2.0,0.0,No,Azure Dragon,Gold,Plastic,Wireless,PixArt,TTC,TTC,39.99,USD,,0.5,
ATK,A9 Ultra,ATK A9 Ultra,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3950 Ultra,Optical,-,42000.0,8000.0,750.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,40.98,USD,,0.5,
ATK,A9 Pro,ATK A9 Pro,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,8000.0,650.0,50.0,2.0,0.0,No,Optical,Gold,Plastic,Wireless,PixArt,Omron,TTC,25.98,USD,,0.5,
ATK,A9 Plus,ATK A9 Plus,Large,125.0,64.0,40.0,57.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395,Optical,-,26000.0,1000.0,650.0,50.0,2.0,0.0,No,Transparent Pink Shell Pink Dot,Encoder,Plastic,Wireless,PixArt,Huano,F-Switch,23.98,USD,,0.5,
ATK,A9,ATK A9,Large,125.0,64.0,40.0,53.0,Symmetrical,Right,Center,Outward - slight,Flat,No,No,PAW3395 SE,Optical,-,26000.0,1000.0,400.0,40.0,2.0,0.0,No,,Encoder,Plastic,Wireless,PixArt,-,F-Switch,51.98,USD,,0.5,
Attack,Shark X1,Attack Shark X1,Medium,121.8,61.2,38.0,53.0,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3395 Pro,Optical,Centered (52%),40000.0,1000.0,700.0,60.0,2.0,1.0,No,D2FC-F-7N(100M),Unspecified,Plastic,Wireless,PixArt,Omron,TTC,34.95,USD,,0.5,
EWEADN,S9 Ultra,EWEADN S9 Ultra,Large,127.0,64.8,40.5,64.8,Symmetrical,Right,Back - minimal,Outward - slight,Inward,No,No,PAW3950,Optical,Centered (52%),42000.0,8000.0,750.0,50.0,2.0,0.0,No,Sword GM X,Encoder,Plastic,Wireless,PixArt,Kailh,F-Switch,59.99,USD,,0.5,
